"industry","topic","post_covid_score","name","description"
"Grocery Stores","Agility",NA,"SPAR","Global group of independently owned retailers"
"Telecommunications","Work-life balance",-1.538583847,"Spectrum","Cable and internet provider under Charter"
"Telecommunications","Transparency",0.053939585,"Spectrum","Cable and internet provider under Charter"
"Telecommunications","Toxic culture",-1.529332,"Spectrum","Cable and internet provider under Charter"
"Telecommunications","Supportive culture",-1.281349439,"Spectrum","Cable and internet provider under Charter"
"Telecommunications","Strategy",0.902722298,"Spectrum","Cable and internet provider under Charter"
"Telecommunications","Leadership",-1.019046861,"Spectrum","Cable and internet provider under Charter"
"Telecommunications","Innovation",NA,"Spectrum","Cable and internet provider under Charter"
"Telecommunications","Open to feedback",-1.175451189,"Spectrum","Cable and internet provider under Charter"
"Telecommunications","Agility",1.131986299,"Spectrum","Cable and internet provider under Charter"
"Grocery Stores","Work-life balance",-1.162089442,"Speedway","Chain of gas stations and convenience stores"
"Grocery Stores","Transparency",NA,"Speedway","Chain of gas stations and convenience stores"
"Grocery Stores","Toxic culture",-1.130694707,"Speedway","Chain of gas stations and convenience stores"
"Grocery Stores","Supportive culture",-1.707110807,"Speedway","Chain of gas stations and convenience stores"
"Grocery Stores","Strategy",NA,"Speedway","Chain of gas stations and convenience stores"
"Grocery Stores","Leadership",-0.974108063,"Speedway","Chain of gas stations and convenience stores"
"Grocery Stores","Innovation",NA,"Speedway","Chain of gas stations and convenience stores"
"Grocery Stores","Open to feedback",NA,"Speedway","Chain of gas stations and convenience stores"
"Grocery Stores","Agility",NA,"Speedway","Chain of gas stations and convenience stores"
"Travel & Leisure","Work-life balance",0.887880589,"Spirit Airlines","Budget airline in the US"
"Travel & Leisure","Transparency",NA,"Spirit Airlines","Budget airline in the US"
"Travel & Leisure","Toxic culture",0.310277606,"Spirit Airlines","Budget airline in the US"
"Travel & Leisure","Supportive culture",-0.230508571,"Spirit Airlines","Budget airline in the US"
"Travel & Leisure","Strategy",NA,"Spirit Airlines","Budget airline in the US"
"Travel & Leisure","Leadership",-0.347438266,"Spirit Airlines","Budget airline in the US"
"Travel & Leisure","Innovation",NA,"Spirit Airlines","Budget airline in the US"
"Travel & Leisure","Open to feedback",NA,"Spirit Airlines","Budget airline in the US"
"Travel & Leisure","Agility",NA,"Spirit Airlines","Budget airline in the US"
"Specialty Retail & Apparel","Work-life balance",0.607617882,"Spirit Halloween","Seasonal Halloween costume and decor retailer"
"Specialty Retail & Apparel","Transparency",NA,"Spirit Halloween","Seasonal Halloween costume and decor retailer"
"Specialty Retail & Apparel","Toxic culture",0.432687211,"Spirit Halloween","Seasonal Halloween costume and decor retailer"
"Specialty Retail & Apparel","Supportive culture",0.197342575,"Spirit Halloween","Seasonal Halloween costume and decor retailer"
"Specialty Retail & Apparel","Strategy",NA,"Spirit Halloween","Seasonal Halloween costume and decor retailer"
"Specialty Retail & Apparel","Leadership",0.345048771,"Spirit Halloween","Seasonal Halloween costume and decor retailer"
"Specialty Retail & Apparel","Innovation",NA,"Spirit Halloween","Seasonal Halloween costume and decor retailer"
"Specialty Retail & Apparel","Open to feedback",NA,"Spirit Halloween","Seasonal Halloween costume and decor retailer"
"Specialty Retail & Apparel","Agility",NA,"Spirit Halloween","Seasonal Halloween costume and decor retailer"
"Software & IT Services","Work-life balance",0.422908917,"Splunk","Data platform for searching and monitoring logs"
"Software & IT Services","Transparency",0.377621712,"Splunk","Data platform for searching and monitoring logs"
"Software & IT Services","Toxic culture",0.075557631,"Splunk","Data platform for searching and monitoring logs"
"Software & IT Services","Supportive culture",0.165550429,"Splunk","Data platform for searching and monitoring logs"
"Software & IT Services","Strategy",-1.470600676,"Splunk","Data platform for searching and monitoring logs"
"Software & IT Services","Leadership",-0.96386435,"Splunk","Data platform for searching and monitoring logs"
"Software & IT Services","Innovation",-1.137097718,"Splunk","Data platform for searching and monitoring logs"
"Software & IT Services","Open to feedback",0.325394056,"Splunk","Data platform for searching and monitoring logs"
"Software & IT Services","Agility",-0.775538406,"Splunk","Data platform for searching and monitoring logs"
"Specialty Retail & Apparel","Work-life balance",1.474045138,"Sport Chek","Canadian sporting goods retailer"
"Specialty Retail & Apparel","Transparency",NA,"Sport Chek","Canadian sporting goods retailer"
"Specialty Retail & Apparel","Toxic culture",0.693527621,"Sport Chek","Canadian sporting goods retailer"
"Specialty Retail & Apparel","Supportive culture",-0.032818071,"Sport Chek","Canadian sporting goods retailer"
"Specialty Retail & Apparel","Strategy",NA,"Sport Chek","Canadian sporting goods retailer"
"Specialty Retail & Apparel","Leadership",0.195655398,"Sport Chek","Canadian sporting goods retailer"
"Specialty Retail & Apparel","Innovation",NA,"Sport Chek","Canadian sporting goods retailer"
"Specialty Retail & Apparel","Open to feedback",NA,"Sport Chek","Canadian sporting goods retailer"
"Specialty Retail & Apparel","Agility",NA,"Sport Chek","Canadian sporting goods retailer"
"Specialty Retail & Apparel","Work-life balance",-0.638577889,"Sports Direct","UK-based sporting goods and fashion retailer"
"Specialty Retail & Apparel","Transparency",NA,"Sports Direct","UK-based sporting goods and fashion retailer"
"Specialty Retail & Apparel","Toxic culture",0.835139029,"Sports Direct","UK-based sporting goods and fashion retailer"
"Specialty Retail & Apparel","Supportive culture",0.123426219,"Sports Direct","UK-based sporting goods and fashion retailer"
"Specialty Retail & Apparel","Strategy",NA,"Sports Direct","UK-based sporting goods and fashion retailer"
"Specialty Retail & Apparel","Leadership",0.933757227,"Sports Direct","UK-based sporting goods and fashion retailer"
"Specialty Retail & Apparel","Innovation",NA,"Sports Direct","UK-based sporting goods and fashion retailer"
"Specialty Retail & Apparel","Open to feedback",NA,"Sports Direct","UK-based sporting goods and fashion retailer"
"Specialty Retail & Apparel","Agility",NA,"Sports Direct","UK-based sporting goods and fashion retailer"
"Media & Entertainment","Work-life balance",2.234440085,"Spotify","Music streaming platform"
"Media & Entertainment","Transparency",-1.707057899,"Spotify","Music streaming platform"
"Media & Entertainment","Toxic culture",-0.058397502,"Spotify","Music streaming platform"
"Media & Entertainment","Supportive culture",-0.25868364,"Spotify","Music streaming platform"
"Media & Entertainment","Strategy",-1.167251098,"Spotify","Music streaming platform"
"Media & Entertainment","Leadership",-0.917918589,"Spotify","Music streaming platform"
"Media & Entertainment","Innovation",-0.486757908,"Spotify","Music streaming platform"
"Media & Entertainment","Open to feedback",-0.806220893,"Spotify","Music streaming platform"
"Media & Entertainment","Agility",-1.50752816,"Spotify","Music streaming platform"
"Grocery Stores","Work-life balance",0.056897454,"Sprouts Farmers Market","Natural and organic foods supermarket"
"Grocery Stores","Transparency",NA,"Sprouts Farmers Market","Natural and organic foods supermarket"
"Grocery Stores","Toxic culture",-1.896428192,"Sprouts Farmers Market","Natural and organic foods supermarket"
"Grocery Stores","Supportive culture",-1.049007207,"Sprouts Farmers Market","Natural and organic foods supermarket"
"Grocery Stores","Strategy",NA,"Sprouts Farmers Market","Natural and organic foods supermarket"
"Grocery Stores","Leadership",-1.76064172,"Sprouts Farmers Market","Natural and organic foods supermarket"
"Grocery Stores","Innovation",NA,"Sprouts Farmers Market","Natural and organic foods supermarket"
"Grocery Stores","Open to feedback",NA,"Sprouts Farmers Market","Natural and organic foods supermarket"
"Grocery Stores","Agility",NA,"Sprouts Farmers Market","Natural and organic foods supermarket"
"Software & IT Services","Work-life balance",0.859622444,"SS&C","Provider of financial services and software"
"Software & IT Services","Transparency",-1.436027655,"SS&C","Provider of financial services and software"
"Software & IT Services","Toxic culture",-0.215832544,"SS&C","Provider of financial services and software"
"Software & IT Services","Supportive culture",-1.248719092,"SS&C","Provider of financial services and software"
"Software & IT Services","Strategy",0.495144714,"SS&C","Provider of financial services and software"
"Software & IT Services","Leadership",-0.899918824,"SS&C","Provider of financial services and software"
"Software & IT Services","Innovation",-0.060208471,"SS&C","Provider of financial services and software"
"Software & IT Services","Open to feedback",-0.270092741,"SS&C","Provider of financial services and software"
"Software & IT Services","Agility",0.594888465,"SS&C","Provider of financial services and software"
"Industrials","Work-life balance",0.408876528,"Stanley Black & Decker","Manufacturer of tools and storage solutions"
"Industrials","Transparency",-1.28119687,"Stanley Black & Decker","Manufacturer of tools and storage solutions"
"Industrials","Toxic culture",0.262725598,"Stanley Black & Decker","Manufacturer of tools and storage solutions"
"Industrials","Supportive culture",0.205028788,"Stanley Black & Decker","Manufacturer of tools and storage solutions"
"Industrials","Strategy",-1.216304958,"Stanley Black & Decker","Manufacturer of tools and storage solutions"
"Industrials","Leadership",-0.368947795,"Stanley Black & Decker","Manufacturer of tools and storage solutions"
"Industrials","Innovation",0.040081795,"Stanley Black & Decker","Manufacturer of tools and storage solutions"
"Industrials","Open to feedback",-0.211600202,"Stanley Black & Decker","Manufacturer of tools and storage solutions"
"Industrials","Agility",1.001930018,"Stanley Black & Decker","Manufacturer of tools and storage solutions"
"Specialty Retail & Apparel","Work-life balance",0.961712787,"Staples","Office supply retail chain"
"Specialty Retail & Apparel","Transparency",NA,"Staples","Office supply retail chain"
"Specialty Retail & Apparel","Toxic culture",0.773116133,"Staples","Office supply retail chain"
"Specialty Retail & Apparel","Supportive culture",0.333539086,"Staples","Office supply retail chain"
"Specialty Retail & Apparel","Strategy",NA,"Staples","Office supply retail chain"
"Specialty Retail & Apparel","Leadership",0.915647021,"Staples","Office supply retail chain"
"Specialty Retail & Apparel","Innovation",NA,"Staples","Office supply retail chain"
"Specialty Retail & Apparel","Open to feedback",NA,"Staples","Office supply retail chain"
"Specialty Retail & Apparel","Agility",NA,"Staples","Office supply retail chain"
"Restaurants & Fast Food","Work-life balance",-0.410363852,"Starbucks","Coffeehouse chain with global presence"
"Restaurants & Fast Food","Transparency",NA,"Starbucks","Coffeehouse chain with global presence"
"Restaurants & Fast Food","Toxic culture",0.420655259,"Starbucks","Coffeehouse chain with global presence"
"Restaurants & Fast Food","Supportive culture",-0.965456121,"Starbucks","Coffeehouse chain with global presence"
"Restaurants & Fast Food","Strategy",NA,"Starbucks","Coffeehouse chain with global presence"
"Restaurants & Fast Food","Leadership",-1.471299144,"Starbucks","Coffeehouse chain with global presence"
"Restaurants & Fast Food","Innovation",NA,"Starbucks","Coffeehouse chain with global presence"
